,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_jamaica,hash_jamaicantiktok,hash_jamaicatiktok,hash_tiktok,hash_trending,hash_viral
5,JM,7075767687560940805,1647455546,🥺I-,6909189881404539910,Jessica Golding,"19
Just a lil toxic✨.",0,False,https://www.tiktok.com/@jessii2pretty/video/7075767687560940805?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075767687560940805&source=h5_m,8723588,8997,27612,60788,1546659,7073261234879286017,7073261234879286017,72,7073261234879286017,original sound - kamxxeer (Contains music from: Baby Slowed - Remix - Eduardo XD & RH Music & Matt Lasong),"Contains music from: ""Baby Slowed - Remix""",6.769919540429899e+18,Dine,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7073261172492978945.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ad681c7baba3d4cb9b81939f87acd9fe.json,False,False,Eduardo XD & RH Music & Matt Lasong,Baby Slowed - Remix,original sound - kamxxeer (Contains music from: Baby Slowed - Remix - Eduardo XD & RH Music & Matt Lasong),"Contains music from: ""Baby Slowed - Remix""",[],0,0,Jamaica,,0,0,0,0,0,0,0,0,0,0
6,US,7080110497131007275,1648466688,Had them going crazy 😜🔥🔥🔥 #BUMPONIT #fyp #fypシ #dance #danceee,6736015575665067013,hoodcelebrityy,Artist 🎶 Trophy Gang🚶🏾‍♀️🏆,0,False,https://www.tiktok.com/@hoodcelebrityy5/video/7080110497131007275?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080110497131007275&source=h5_m,2326852,230,488,2252,150637,7080110385742826282,7080110385742826282,72,7080110385742826282,original sound - hoodcelebrityy5,hoodcelebrityy,6.736015575665067e+18,hoodcelebrityy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7080110459784923946.mp3,,False,False,,,,,[],0,0,Jamaica,#BUMPONIT #fyp #fypシ #dance #danceee,0,0,1,1,0,0,0,0,0,0
7,JM,7099812541571927302,1653053927,🤣🤣🤣😭😭#fypシ #viral #foryou,6870177532160803845,Paris🦋🦄!i,"Insta: @celebrityy._doll 
The Bless Is Never Involved With No Mess❤️.",0,False,https://www.tiktok.com/@celebrityy_.doll/video/7099812541571927302?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099812541571927302&source=h5_m,152326,85,270,1275,7666,7086264752310684421,7086264752310684421,72,7086264752310684421,"original sound - otp_control (Contains music from: Bwoii Affi"" Watch Eh Style - 1Biggs Don)","Contains music from: ""Bwoii Affi"" Watch Eh Style""",6.893700174443906e+18,OTP Control,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086264749293619974.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/614543879cadfc6e569b382661515aca.json,False,False,1Biggs Don,"Bwoii Affi"" Watch Eh Style","original sound - otp_control (Contains music from: Bwoii Affi"" Watch Eh Style - 1Biggs Don)","Contains music from: ""Bwoii Affi"" Watch Eh Style""",[],0,0,Jamaica,#fypシ #viral #foryou,1,0,0,1,0,0,0,0,0,1
0,JM,7088708864182357254,1650468648,Me.?😂#quotes,7059455352367088646,𝗧𝗿𝗮𝗽💫,"𝗧𝗵𝗮𝗻𝗸𝘀 𝗳𝗼𝗿 𝟯𝟱𝟬𝗸🥳
𝗹𝗲𝗮𝘃𝗲 𝘁𝗵𝗲𝗺 𝘁𝗼 𝘁𝗶𝗺𝗲⏰",0,False,https://www.tiktok.com/@.trapeditzz/video/7088708864182357254?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088708864182357254&source=h5_m,1724224,502,8372,59763,319370,6924318577412147202,6924318577412147202,10033,6924318577412147202,savior,beowulf,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/912be6c9bcc44fdf815971b178714765,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/b868363ede6341328727b8e931b6e0f0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1551599848', 'external_song_key': 'apple_song_id'}]",0,0,Jamaica,#quotes,0,0,0,0,0,0,0,0,0,0
1,JM,7078099239963839750,1647998403, ,6770699985956389894,Moneydream____,"Island gyal 🇯🇲
Aquarius ♒️
Single mom👩‍👧",0,False,https://www.tiktok.com/@kingnanii/video/7078099239963839750?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078099239963839750&source=h5_m,1130795,395,11533,463,71060,7078099198570679045,7078099198570679045,72,7078099198570679045,Bubbles,Moneydream____,6.77069998595639e+18,Moneydream____,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7078099196163312389.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8e3f2eb8d9ac0a5806d6899ef047bc3c.json,False,False,,,,,[],0,0,Jamaica,,0,0,0,0,0,0,0,0,0,0
2,JM,7092797274610257158,1651420556,Someone please tell her I need my $12000 right now‼ #jamaicantiktok #foryoupage,6902469179569603589,Hair.C's,"🇯🇲Molynes, Kingston, JA💈🇯🇲
For Appointments, Send a DM to:
Ig: hair_cs_",0,False,https://www.tiktok.com/@hair.cs/video/7092797274610257158?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092797274610257158&source=h5_m,454393,353,435,687,29492,7086264752310684421,7086264752310684421,72,7086264752310684421,"original sound - otp_control (Contains music from: Bwoii Affi"" Watch Eh Style - 1Biggs Don)","Contains music from: ""Bwoii Affi"" Watch Eh Style""",6.893700174443906e+18,OTP Control,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086264749293619974.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/614543879cadfc6e569b382661515aca.json,False,False,1Biggs Don,"Bwoii Affi"" Watch Eh Style","original sound - otp_control (Contains music from: Bwoii Affi"" Watch Eh Style - 1Biggs Don)","Contains music from: ""Bwoii Affi"" Watch Eh Style""",[],0,0,Jamaica,#jamaicantiktok #foryoupage,0,1,0,0,0,1,0,0,0,0
3,JM,7093904918901181702,1651678450,Look at Grace😍😍🥰🥰💙(Follow @spiceofficial.k for more)#Dancehallqueen #spiceofficial #gazanation #spice #nickiminaj#loveandhiphopatlanta #barbz #fyp #viral,7071330532333126662,Spiceofficial.k,Queen Spice Fandom 💙👑👸🏾,0,False,https://www.tiktok.com/@spiceofficial.k/video/7093904918901181702?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093904918901181702&source=h5_m,1118742,1405,1417,1733,182321,7093904897099959045,7093904897099959045,72,7093904897099959045,original sound - spiceofficial.k,Spiceofficial.k,7.071330532333127e+18,Spiceofficial.k,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093904895250238214.mp3,,False,False,,,,,[],0,0,Jamaica,#Dancehallqueen #spiceofficial #gazanation #spice #nickiminaj#loveandhiphopatlanta #barbz #fyp #viral,0,0,1,0,0,0,0,0,0,1
4,JM,7103225630019292422,1653848597,@fyp🔥 @fyp #viralvideo a the code brysco,6875347294716986374,1winingmachine,,0,False,https://www.tiktok.com/@winingmachine/video/7103225630019292422?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103225630019292422&source=h5_m,102420,174,159,767,7500,7103225623111617286,7103225623111617286,72,7103225623111617286,original sound - winingmachine,1winingmachine,6.875347294716986e+18,1winingmachine,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103225622431861510.mp3,,False,False,,,,,[],0,0,Jamaica,#viralvideo,0,0,0,0,0,0,0,0,0,0
5,JM,7088462642561518854,1650411321,😭😭😭😭 #foryou #foryoupage #fyp,6998312104722383877,K_17,WELCOME 🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨,0,False,https://www.tiktok.com/@luciaantiktoker758/video/7088462642561518854?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088462642561518854&source=h5_m,1115398,6109,19008,23029,181918,7088462633707948805,7088462633707948805,72,7088462633707948805,original sound - luciaantiktoker758 (Contains music from: بسبوس عاشق بسة - المايسترو محمد الشيخ),"Contains music from: ""بسبوس عاشق بسة""",6.998312104722384e+18,K_17,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088462644767755014.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/daf1162d80553da50745203faf9e58b1.json,False,False,المايسترو محمد الشيخ,بسبوس عاشق بسة,original sound - luciaantiktoker758 (Contains music from: بسبوس عاشق بسة - المايسترو محمد الشيخ),"Contains music from: ""بسبوس عاشق بسة""",[],0,0,Jamaica,#foryou #foryoupage #fyp,1,1,1,0,0,0,0,0,0,0
6,JM,7070580072360512773,1646247710,Reply to @dycx85c0bnln #foryou #foryoupage #jamaica #trending #viral,6805617080537203717,Joan Kenzie,"Theatre Practitioner
Educator   
 joankenzieproductions@gmail.com
📧 Re bookings",0,False,https://www.tiktok.com/@joan_kenzie/video/7070580072360512773?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070580072360512773&source=h5_m,531499,268,327,1192,62551,7055332669294512902,7055332669294512902,72,7055332669294512902,original sound - probably_rajay,jeezy876,6.923684278043674e+18,jeezy876,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7055332694502148870.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/36681b0ac71eacc6ec553f1dbd4c52fe.json,False,False,,,,,[],0,0,Jamaica,#foryou #foryoupage #jamaica #trending #viral,1,1,0,0,1,0,0,0,1,1
7,JM,7098777316742024453,1652812893,#duet with @kittygod_cn #fyp #fypシ #anna_kay307 #kitty #catsoftiktok,6862330832906257414,Kay🇯🇲️‍🌈,"Virgo ♍ 
🇯🇲 jamaican🇯🇲👌",0,False,https://www.tiktok.com/@anna_kay307/video/7098777316742024453?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098777316742024453&source=h5_m,468207,1085,1594,2731,80469,7097938362606209798,7097938362606209798,72,7097938362606209798,original sound - kittygod_cn,KittyGod,6.97438158247325e+18,KittyGod,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097938368537561861.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e97577eb7ed03f1bdddfa6a8c5cfb3c3.json,False,False,,,,,[],0,0,Jamaica,#duet #fyp #fypシ #anna_kay307 #kitty #catsoftiktok,0,0,1,1,0,0,0,0,0,0
0,JM,7100682906523274502,1653256580, ,6922637999973417989,Niickalus Quotes,WHAT IF ONE QUOTE COULD CHANGE YOUR LIFE ? 🤔🇯🇲 🇯🇲Follow us on social media.,0,False,https://www.tiktok.com/@niickalus/video/7100682906523274502?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100682906523274502&source=h5_m,100520,44,1888,3240,2275,7100687387949304582,7100687387949304582,72,7100687387949304582,original sound - niickalus (Contains music from: Nobody To Love - Drippppp._),"Contains music from: ""Nobody To Love""",6.922637999973418e+18,Niickalus Quotes,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100687388036975366.mp3,,False,False,Drippppp._,Nobody To Love,original sound - niickalus (Contains music from: Nobody To Love - Drippppp._),"Contains music from: ""Nobody To Love""",[],0,0,Jamaica,,0,0,0,0,0,0,0,0,0,0
1,JM,7095672400897002758,1652089976, ,6754915567625077766,Unknown_876,"Jamaican comedy for all😂
Comment, share do whatever 
Likkle but we talawah🇯🇲",0,False,https://www.tiktok.com/@funny_jamaican_comedy/video/7095672400897002758?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095672400897002758&source=h5_m,444180,698,2272,12299,57302,7095672347742440198,7095672347742440198,72,7095672347742440198,original sound - funny_jamaican_comedy,Unknown_876,6.754915567625078e+18,Unknown_876,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095672361940273925.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/32abc8289fdf927aa30a1c80f7575a27.json,False,False,,,,,[],0,0,Jamaica,,0,0,0,0,0,0,0,0,0,0
2,JM,7091808494311034117,1651190339, ,6846579256492327942,Dyer❤️,"Jamaican👫🇯🇲
Capricorn ♑️ 😈❤️💦
IG:dyerstyles  💕
Hairstylist 💇‍♀️😍",0,False,https://www.tiktok.com/@dyerstyles2/video/7091808494311034117?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091808494311034117&source=h5_m,760109,1721,8574,9509,53481,7091808466452482822,7091808466452482822,72,7091808466452482822,original sound - dyerstyles2,Dyer❤️,6.846579256492328e+18,Dyer❤️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091808494180977413.mp3,,False,False,,,,,[],0,0,Jamaica,,0,0,0,0,0,0,0,0,0,0
3,RS,7096991089197911301,1652397005,i love her sm #foryou #fyp #blowthisup #rebelwilson #foryoupage #bullying #stopbullying,7091373526015394822,🪨,"fatima#0968
idk",0,False,https://www.tiktok.com/@ightngl/video/7096991089197911301?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096991089197911301&source=h5_m,9850257,3547,2657,8261,1797400,7038753939189172997,7038753939189172997,72,7038753939189172997,original sound - user3284838595,user3284838595,7.008286585154995e+18,user3284838595,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7038753947112295173.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6b38686146e5ed0bb5e73e85a679a223.json,False,False,,,,,[],0,0,Jamaica,#foryou #fyp #blowthisup #rebelwilson #foryoupage #bullying #stopbullying,1,1,1,0,0,0,0,0,0,0
4,US,7072404476388330794,1646672493,My friend told me be fr bc y’all was playing. 😂 How’d I do?  #whattowearonthefirstdayofschool #fashiontiktoks #menswearfashion,6984538619000423429,tony.,"i like clothes. a lot.
24 | fl l fashion | lifestyle
📩 lynorius1@yahoo.com",0,False,https://www.tiktok.com/@tony.takeover/video/7072404476388330794?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072404476388330794&source=h5_m,273907,199,28,87,21443,6978966905797331718,6978966905797331718,72,6978966905797331718,original sound - danielwillsonjr,daniel willson ‼️,6.614498570261283e+18,daniel willson ‼️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6978967013158931206.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1d16689c3fe18f53a59afc019c762bcb.json,False,False,,,,,[],0,0,Jamaica,#whattowearonthefirstdayofschool #fashiontiktoks #menswearfashion,0,0,0,0,0,0,0,0,0,0
5,JM,7099432881373613317,1652965530, ,6960841987643098118,Tissana❤️,Don’t waste your energy trying to change opinion don’t your thing and don’t care,0,False,https://www.tiktok.com/@_queen_tissana_/video/7099432881373613317?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099432881373613317&source=h5_m,327480,3,445,1299,16314,6812711067765050118,6812711067765050118,72,6812711067765050118,original sound - blessings_a_flow_,blessings_a_flow_dwb,6.809087948567954e+18,blessings_a_flow_dwb,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1663260100195350.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/589ca4f8fe6064fddcbcd888d582f0d7.json,False,False,,,,,[],0,0,Jamaica,,0,0,0,0,0,0,0,0,0,0
6,JM,7070879415495970054,1646317407,nothing,7052766588085257221,One Konceited,dm for promo,0,False,https://www.tiktok.com/@onekonceited/video/7070879415495970054?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070879415495970054&source=h5_m,947597,1052,8090,35753,98712,7070879392935086854,7070879392935086854,72,7070879392935086854,original sound - onekonceited,One Konceited,7.052766588085257e+18,One Konceited,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7070879391085071110.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/40362d11e995e030ca6066f130f37ed6.json,False,False,,,,,[],0,0,Jamaica,,0,0,0,0,0,0,0,0,0,0
7,US,7101436142658030891,1653431948,#snatch #hissoul,6537658956284695552,GrannyCoyBundy,Among Us and Roblox livestream coming to Granny’s live soon🤗💜🤗,0,False,https://www.tiktok.com/@grannycoybundy/video/7101436142658030891?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101436142658030891&source=h5_m,97012,278,139,246,14475,7073709565941925889,7073709565941925889,10033,7073709565941925889,Snatched,Big Boss Vette,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/619cbe5f8f48417eb2fb4e8a610f6be1,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/113d83b5f26b4004b77e842630ba5834,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1614925186', 'external_song_key': 'apple_song_id'}]",0,0,Jamaica,#snatch #hissoul,0,0,0,0,0,0,0,0,0,0
0,JM,7102990395549732102,1653793830,#foryou #fy #fyp #foryourpage #skeng #skengdon,7048837475514860550,Best Of Dancehall Cl,,0,False,https://www.tiktok.com/@bestofdancehall/video/7102990395549732102?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102990395549732102&source=h5_m,77727,32,44,219,2590,7102990439287917317,7102990439287917317,72,7102990439287917317,original sound - bestofdancehall,Best Of Dancehall Cl,7.048837475514861e+18,Best Of Dancehall Cl,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102990427174783749.mp3,,False,False,,,,,[],0,0,Jamaica,#foryou #fy #fyp #foryourpage #skeng #skengdon,1,0,1,0,0,0,0,0,0,0
1,JM,7073528456616709382,1646934184, ,6984183095156360198,TheOfficialPopinJamaica,"@popinjamaica876
Location: Little Premier Plaza Hwt #26",0,False,https://www.tiktok.com/@theofficialpopinjamaica/video/7073528456616709382?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073528456616709382&source=h5_m,2353016,583,750,250,124967,7073528433300474630,7073528433300474630,72,7073528433300474630,original sound - theofficialpopinjamaica,TheOfficialPopinJamaica,6.98418309515636e+18,TheOfficialPopinJamaica,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7073528442058214150.mp3,,False,False,,,,,[],0,0,Jamaica,,0,0,0,0,0,0,0,0,0,0
2,TT,7099593990017797381,1653003042,Count it Keep it💵 ( #MoneyChallenge ) #gagamthug,6796268743409845253,G-Man,"👤
G-Man
💯💵💵💵💯
‼️FULL VIDEOS ON YOUTUBE‼️ 
🚨 SUBSCRIBE 🚨",0,False,https://www.tiktok.com/@gagamthug/video/7099593990017797381?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099593990017797381&source=h5_m,1204560,384,300,869,120684,7099594016295062278,7099594016295062278,72,7099594016295062278,original sound - gagamthug,G-Man,6.796268743409845e+18,G-Man,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099593995575167750.mp3,,False,False,,,,,[],0,0,Jamaica,#MoneyChallenge #gagamthug,0,0,0,0,0,0,0,0,0,0
3,JM,7086563571034803461,1649969158, ,6906985135565390853,Dontaye vs 🌎,"just doin me
18🇯🇲
i make skits
hey i wanna help you pass cxc
!click the link!",0,False,https://www.tiktok.com/@dontaye___/video/7086563571034803461?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086563571034803461&source=h5_m,472461,1849,2269,6228,63145,7086563549056715525,7086563549056715525,72,7086563549056715525,original sound - dontaye___,Dontaye vs 🌎,6.906985135565391e+18,Dontaye vs 🌎,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086563551904631557.mp3,,False,False,,,,,[],0,0,Jamaica,,0,0,0,0,0,0,0,0,0,0
4,JM,7081748953389174021,1648848168,@mileshampton  #kimmybritish1,6786300552517108741,Kimmy British,"FOLLOW ME ON INSTA ⬆️
LUXURY PRESS-ON NAILS ⬇️",0,False,https://www.tiktok.com/@kimmybritish1/video/7081748953389174021?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081748953389174021&source=h5_m,941324,1607,3168,6457,73530,7078050822625495851,7078050822625495851,72,7078050822625495851,original sound - mileshampton,WilsonsHouse,6.625712133101502e+18,WilsonsHouse,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7078050835405507371.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/91180eba6234fdcb68b654979a06dce4.json,False,False,,,,,[],0,0,Jamaica,#kimmybritish1,0,0,0,0,0,0,0,0,0,0
