,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypシ,hash_johnnydepp,hash_relatable,hash_stitch,hash_viral
1,US,7102260860025982254,1653623968, ,6547036394874503169,Ana Nello 💛,"Lets be friends🥰
Add my other socials ⬇️ and Instagram ⬆️",0,False,https://www.tiktok.com/@ana.nello/video/7102260860025982254?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102260860025982254&source=h5_m,1069891,626,3294,1286,126655,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,Canada,,0,0,0,0,0,0,0,0,0,0
2,CA,7102905677198134533,1653774102,🫢🐻#canada #vancouver #vancouverbc #bc #britishcolumbia #yvr #vancity #richmondbc #victoriabc #vancouverisland,6887369250504819713,Freshdaily Vancouver,"Vancouver’s source for news, culture, food and travel 🇨🇦",0,False,https://www.tiktok.com/@freshdailyvancouver/video/7102905677198134533?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102905677198134533&source=h5_m,88352,142,282,180,5021,7064264691031214114,7064264691031214114,10033,7064264691031214114,Upbeat Background,SixideBeats,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2553a19170cc4598892be9a3551d513c,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/0fbf5a99682b43809dac7c74840f4909,False,True,,,,,[],0,0,Canada,#canada #vancouver #vancouverbc #bc #britishcolumbia #yvr #vancity #richmondbc #victoriabc #vancouverisland,0,0,0,0,0,0,0,0,0,0
3,US,7101700022605090094,1653493391,Honestly the worst feeling ever I cry with them every time #pregnant #pregnancy #newmom #miscarriage #miscarriageawareness #babies,6806707308878922758,Zee,"Just call me zee 💕
✨That Ultrasound Tech✨
Follow me on IG",0,False,https://www.tiktok.com/@_zuleyka._/video/7101700022605090094?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101700022605090094&source=h5_m,3787669,1125,326,524,463079,6921490873293211649,6921490873293211649,10033,6921490873293211649,She Knows,J. Cole,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/972ca2e197e24f8a9abe630560de2bda,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/c3c471c38c2847f494712dbe3b52df63,False,True,,,,,[],0,0,Canada,#pregnant #pregnancy #newmom #miscarriage #miscarriageawareness #babies,0,0,0,0,0,0,0,0,0,0
4,CA,7095430793933163782,1652033720,I guess you can say I had a great time at the @Badflower  concert last night with @sarahrawli27. #punkrock #badflower #frontrow #concert #punk #fypシ,6783414148551492613,James Wilson Music,Just your neighbour hood punk rock musician! https://fanlink.to/fQsCs,0,False,https://www.tiktok.com/@jameswilsonmusic/video/7095430793933163782?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095430793933163782&source=h5_m,3370380,2527,2609,16,569032,7095430768423570182,7095430768423570182,72,7095430768423570182,original sound - jameswilsonmusic,James Wilson Music,6.783414148551493e+18,James Wilson Music,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095430783816502021.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/424df5f377ad9c8efc693ea0e4bc9f24.json,False,False,,,,,[],0,0,Canada,#punkrock #badflower #frontrow #concert #punk #fypシ,0,0,0,0,0,1,0,0,0,0
5,CA,7100786118559419654,1653280610,#saddog#goldenretriever #puppyvideos#sadgoldenretriever,7059880108580242438,Peachesthegolden,,0,False,https://www.tiktok.com/@peachthegolden/video/7100786118559419654?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100786118559419654&source=h5_m,7553171,4383,11332,5614,835710,6833934234948732941,6833934234948732941,25,6833934234948732941,Get You The Moon,Kina,,,True,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7bb0a250720f4a7f9be6a49574d518ab,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9bf325e67b3a484893faf2054ca32e51,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1470415871', 'external_song_key': 'apple_song_id'}]",0,0,Canada,#saddog#goldenretriever #puppyvideos#sadgoldenretriever,0,0,0,0,0,0,0,0,0,0
6,CA,7094973313709100330,1651927206,Here’s to Black Culture On Ice 🧊 DC: @Perri Kiely 🔥,6828620981864023046,Elladj Balde,"Figure Skater 🇨🇦
Russian/Guinean
Insta @elladjbalde
jill@creativecastingagency",0,False,https://www.tiktok.com/@elladjbalde/video/7094973313709100330?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094973313709100330&source=h5_m,753301,558,1243,689,64226,7087995821165153029,7087995821165153029,72,7087995821165153029,louis theroux still dre by Leonz,Leonz,6.822690156940936e+18,Leonz,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087995830241626885.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d293909338935325a2dacdb196e4c6c8.json,False,False,,,,,[],0,0,Canada,,0,0,0,0,0,0,0,0,0,0
7,CA,7089948635907034374,1650757307,So fucking tired of this..🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬#fyp,6866907681895138309,Mrs. Langford,"Wife💞Mom🦋Nana#420
Health and wellness
Barrel Race
Crochet 
Gym 🇨🇦",0,False,https://www.tiktok.com/@fortyacres/video/7089948635907034374?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089948635907034374&source=h5_m,2887670,7619,6696,4,540082,7089948616235715334,7089948616235715334,72,7089948616235715334,original sound - fortyacres,Mrs. Langford,6.866907681895138e+18,Mrs. Langford,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7089948615518604037.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/50d4b91e4da1672897625675e284b0d9.json,False,False,,,,,[],0,0,Canada,#fyp,0,0,0,0,1,0,0,0,0,0
0,US,7103178464420842795,1653837615,@Harley Xavier,6727801943350199301,Canon Ryder,Golden retriever vibes,0,False,https://www.tiktok.com/@canonryder/video/7103178464420842795?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103178464420842795&source=h5_m,207776,107,137,53,42314,7075928127360240430,7075928127360240430,72,7075928127360240430,original sound - danae_jones (Contains music from: A&d - Alas),"Contains music from: ""A&d""",6.797925175755458e+18,Thereal_danae,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075928161380272939.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/1f87a312876f12713dcbbdb03b8e7597.json,False,False,Alas,A&d,original sound - danae_jones (Contains music from: A&d - Alas),"Contains music from: ""A&d""",[],0,0,Canada,,0,0,0,0,0,0,0,0,0,0
1,CA,7103197175189998853,1653841972,I'm just a big fan of sea animals,6829805800174175238,DarkOnyxx,"tweet me @ d a r k o n y x x _ x
and YES I have one 🔒🟦◻️",0,False,https://www.tiktok.com/@darkonyxx.x/video/7103197175189998853?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103197175189998853&source=h5_m,29788,26,28,12,2092,7072167424199723777,7072167424199723777,24,7072167424199723777,original sound - buqicrew_official (Contains music from: Sea Shanty Medley - Home Free),"Contains music from: ""Sea Shanty Medley""",6.575710664488354e+18,buqicrew_official,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7072167398815714050.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a5ef2e16f5acdfe37db3fda872370ffa.json,False,False,Home Free,Sea Shanty Medley,original sound - buqicrew_official (Contains music from: Sea Shanty Medley - Home Free),"Contains music from: ""Sea Shanty Medley""",[],0,0,Canada,,0,0,0,0,0,0,0,0,0,0
2,CA,7097292014969949445,1652467069,Am I correct? 🤔 #fyp #foryou,6744931534695056389,Jordan,"19yr Entertainer 🎭 
Instagram: Jordan_landingin
Fitness Acc: Swole.Prophet 🔱",0,False,https://www.tiktok.com/@jordan.landingin/video/7097292014969949445?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097292014969949445&source=h5_m,518063,383,1261,860,19785,7012459756103256838,7012459756103256838,72,7012459756103256838,original sound - leannerowland,Leanne Rowland,6.772900419531326e+18,Leanne Rowland,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7012459883458988805.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ec4f591e68bbf69809d0c54d0c3d7789.json,False,False,,,,,[],0,0,Canada,#fyp #foryou,1,0,0,0,1,0,0,0,0,0
3,US,7102620925803171115,1653707803,idk bout this one,6690036993286718469,Marissa,ig: marissaw143,0,False,https://www.tiktok.com/@marissaw143/video/7102620925803171115?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102620925803171115&source=h5_m,10541417,27794,9575,7799,2181732,7031584484210346798,7031584484210346798,72,7031584484210346798,vibez.,.  rmo🧌$,6.826955308507989e+18,.  rmo🧌$,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7031584646542641967.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/cf2d7db19f620daa055839165e3cc721.json,False,False,,,,,[],0,0,Canada,,0,0,0,0,0,0,0,0,0,0
4,GB,7101708572479917318,1653495379,Aweeeee🥺🥺 #fyp #fyp #kkeiko #toypoodle #poodlesoftiktok #puppyvideos,7046772365866337285,BISCUIT,"BISCUIT
Toy Poodle🐾 11 weeks old girl 
3pounds & 6inches tall
Mom: @Donnykkeiko",0,False,https://www.tiktok.com/@biscuitkkeiko/video/7101708572479917318?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101708572479917318&source=h5_m,2239800,1245,2669,1044,296739,6823601996843452417,6823601996843452417,10033,6823601996843452417,Death Bed (Instrumental),NigaHiga,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/856619aa86154f37a6296a0265325ccf,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f6f9fc688a49483281f386016a7e422e,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1512065289', 'external_song_key': 'apple_song_id'}]",0,0,Canada,#fyp #fyp #kkeiko #toypoodle #poodlesoftiktok #puppyvideos,0,0,0,0,2,0,0,0,0,0
5,US,7093256031173905710,1651527368,#duet with @wow.thats.gross KimChi just wants to cuddle and do duets with me today 🥰#drpimplepopper #SLMDskincare,6728184922144949253,"Sandra Lee, MD","Founder @SLMDskincare, Dermatologist, TV show on TLC Wednesdays, 9/8c",0,False,https://www.tiktok.com/@drpimplepopper/video/7093256031173905710?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093256031173905710&source=h5_m,3552516,543,562,250,162767,7030869625311086594,7030869625311086594,10033,7030869625311086594,Sunroof,Nicky Youre & dazy,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/986dfec9a96747239819231f7dc93931,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a118c1899d5b40d1a5c6c65c307b0e2d,True,True,,,,,[],0,0,Canada,#duet #drpimplepopper #SLMDskincare,0,0,0,0,0,0,0,0,0,0
6,CA,7100684969839774982,1653257054,#whale #tale #tail #ocean #kayak #toocloseforcomfort #fyp #foryoupage #piratesofthecaribbean #johnnydepp,6927745986475525126,Breanna Rose,"Music, Laughs & Current Events",0,False,https://www.tiktok.com/@breannarosemusic/video/7100684969839774982?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100684969839774982&source=h5_m,3918047,488,1501,402,46876,6891415567417231361,6891415567417231361,10033,6891415567417231361,Pirates Of The Caribbean - Main Theme - He's A Pirate,Geek Music,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/dd9c18943c4046f2a2a37db0e5244dc0,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a9204ae9dc8e4e7fb921f5153b7a8fc7,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1171882302', 'external_song_key': 'apple_song_id'}]",0,0,Canada,#whale #tale #tail #ocean #kayak #toocloseforcomfort #fyp #foryoupage #piratesofthecaribbean #johnnydepp,0,1,0,0,1,0,1,0,0,0
7,US,7098426990029704494,1652731328,Who do you think is liable!? 🤔 Guess! (Recommended by @Awesome!) #lawyer #lawyersoftiktok #blacktiktok #stitch with @w22,263910971021078528,⚖️ The TikTok Attorney ⚖️,"Hi! I’m Ugo Lord!
Biz Lawyer, Biz Coach, & Public Spkr
Mgmt: Ugo@ZodiacEnt.com",0,False,https://www.tiktok.com/@ugolord/video/7098426990029704494?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098426990029704494&source=h5_m,8821567,25163,743,749,511626,7098426950955584302,7098426950955584302,72,7098426950955584302,original sound - ugolord,⚖️ The TikTok Attorney ⚖️,2.6391097102107853e+17,⚖️ The TikTok Attorney ⚖️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7098426995415157550.mp3,,False,False,,,,,[],0,0,Canada,#lawyer #lawyersoftiktok #blacktiktok #stitch,0,0,0,0,0,0,0,0,1,0
0,US,7101863663316815146,1653531488,💋,6854613469657973765,mo,Sydney Sweeney lookalike,0,False,https://www.tiktok.com/@barbiedollbabe/video/7101863663316815146?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101863663316815146&source=h5_m,447383,620,211,10,77847,6826181954702985218,6826181954702985218,10033,6826181954702985218,Like a G6,Like a G6 Karaoke,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/dee58dcadac74063bcdbe228d0e9d1d2,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/339cc685342848cdb133ff9d42e1079c,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1513267536', 'external_song_key': 'apple_song_id'}]",0,0,Canada,,0,0,0,0,0,0,0,0,0,0
1,US,7100607270051908906,1653238961,She wasn’t sure about it at first #foryou#fyp#couplegoals#pregnant#couple#baby#Love @brynleekindle,6614626211644882949,Camerin kindle,Follow for good luck🍀 for promos camerinkindle@aol.com promo code KINDLE10C👇🏽,0,False,https://www.tiktok.com/@itscamerinkindle/video/7100607270051908906?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100607270051908906&source=h5_m,3305639,268,737,755,163494,7036003148687035141,7036003148687035141,72,7036003148687035141,original sound - aesthetic.wallpaper92 (Contains music from: Ba nana mu paia - DJ Bara Bere & Pointhits),"Contains music from: ""Ba nana mu paia""",6.897884447039866e+18,FYP🖤🇲🇺,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7036003062678440710.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5e63f127026b8861be37030fd06f589e.json,False,False,DJ Bara Bere & Pointhits,Ba nana mu paia,original sound - aesthetic.wallpaper92 (Contains music from: Ba nana mu paia - DJ Bara Bere & Pointhits),"Contains music from: ""Ba nana mu paia""",[],0,0,Canada,#foryou#fyp#couplegoals#pregnant#couple#baby#Love,1,0,0,0,1,0,0,0,0,0
2,GB,7095133261025807621,1651964446,LMFAO IDK WHY I FIND THIS SO FUNNY #billieeilish #tour #happierthanever #foryoupage #fyp #bras #slaysoulsister,7090164622955398149,zaiibossanova,Just your typical desi billie stan with childhood trauma 🕺🪳,0,False,https://www.tiktok.com/@zaiibossanova/video/7095133261025807621?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095133261025807621&source=h5_m,3369081,374,328,1975,455917,7095133248539478790,7095133248539478790,72,7095133248539478790,original sound - zaiibossanova,zaiibossanova,7.090164622955398e+18,zaiibossanova,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095133257263500037.mp3,,False,False,,,,,[],0,0,Canada,#billieeilish #tour #happierthanever #foryoupage #fyp #bras #slaysoulsister,0,1,0,0,1,0,0,0,0,0
3,US,7100734045247622446,1653268479,Expensive side #prismacolorpencils #cheapvsexpsensive #crayola #lipsart,6769750994562761734,Valerie Espino,"💌valeriepagulayan@gmail.com 

Subscribe to my Youtube ⬇️",0,False,https://www.tiktok.com/@valerieespino.arts/video/7100734045247622446?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100734045247622446&source=h5_m,4285911,1909,234,1058,520498,7089828122854197249,7089828122854197249,10033,7089828122854197249,About Damn Time,Lizzo,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/62d497a35bcf407598da8ac1d741359b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/38418ae73d084e45a86fb6cbbd0149fe,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1619162353', 'external_song_key': 'apple_song_id'}]",0,0,Canada,#prismacolorpencils #cheapvsexpsensive #crayola #lipsart,0,0,0,0,0,0,0,0,0,0
4,AU,7092589115039878402,1651372091,#unsponsored #notothenic be safe children,6716818096630809605,beatle,for serious peoples only,0,False,https://www.tiktok.com/@beaaaaaatle/video/7092589115039878402?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092589115039878402&source=h5_m,6784454,13498,14353,7,738353,7078952842270198534,7078952842270198534,72,7078952842270198534,original sound - taylorssboyyy,︎ ︎︎,6.715831027292177e+18,︎ ︎︎,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7078952812645862150.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8e8441d787c13a9033345157155a61aa.json,False,False,,,,,[],0,0,Canada,#unsponsored #notothenic,0,0,0,0,0,0,0,0,0,0
5,US,7099213655622831406,1652914485,@Netflix #bullshitthegameshow #merch #sexy,6687698950461424646,Howie Mandel,Subscribe to my new podcast! Click the link,0,False,https://www.tiktok.com/@officialhowiemandel/video/7099213655622831406?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099213655622831406&source=h5_m,693649,738,283,11,21346,7099213628208925483,7099213628208925483,72,7099213628208925483,original sound - officialhowiemandel,Howie Mandel,6.687698950461425e+18,Howie Mandel,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7099213644692704046.mp3,,False,False,,,,,[],0,0,Canada,#bullshitthegameshow #merch #sexy,0,0,0,0,0,0,0,0,0,0
6,AU,7102244083447500033,1653620066,mental health needs to be taken more seriously… 💔😭 #kindness #heartbroken #viral,150505986468741120,Samuel Weidenhofer,donate below for kindness 💓,0,False,https://www.tiktok.com/@itssozer/video/7102244083447500033?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102244083447500033&source=h5_m,4019850,8306,1153,1054,334723,7102244049276390145,7102244049276390145,72,7102244049276390145,original sound - itssozer,Samuel Weidenhofer,1.5050598646874112e+17,Samuel Weidenhofer,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102243965579119362.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d827c8f8301031d664e536a5ff3e5f70.json,False,False,,,,,[],0,0,Canada,#kindness #heartbroken #viral,0,0,0,0,0,0,0,0,0,1
7,CA,7094467538347724037,1651809448,#canada🇨🇦 #kichenidea #foodblogger #tiktokblogger #masterchef #vancouverbc #downtownvancouver,6857006719089984513,K&p,"Master chef vancouver canada🇨🇦🇨🇦🇨🇦
1205 E Hasting, vancouver, BC
Order 👇",0,False,https://www.tiktok.com/@kouroshsarashpaz/video/7094467538347724037?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094467538347724037&source=h5_m,144562,363,299,419,4425,7094467476028787462,7094467476028787462,72,7094467476028787462,original sound - kouroshsarashpaz (Contains music from: 夏野与暗恋 - 陆美成),"Contains music from: ""夏野与暗恋""",6.857006719089985e+18,K&p,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094467442809883398.mp3,,False,False,陆美成,夏野与暗恋,original sound - kouroshsarashpaz (Contains music from: 夏野与暗恋 - 陆美成),"Contains music from: ""夏野与暗恋""",[],0,0,Canada,#canada🇨🇦 #kichenidea #foodblogger #tiktokblogger #masterchef #vancouverbc #downtownvancouver,0,0,0,0,0,0,0,0,0,0
0,CA,7096972048420916486,1652392572, ,6682860561165812741,Emma | weight loss & life,"150lbs lost naturally • 5’9
insta @emmaa.getsfit
⇩ 1 YEAR workout program ⇩",0,False,https://www.tiktok.com/@emmaa.hooker/video/7096972048420916486?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096972048420916486&source=h5_m,1229667,286,91,125,88135,6918706620016888582,6918706620016888582,72,6918706620016888582,original sound - elsworthbain,Elsworth Bain,6.810815526236161e+18,Elsworth Bain,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6918706651889486597.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c62524168724c263818215b1f2ba8af3.json,False,False,,,,,[],0,0,Canada,,0,0,0,0,0,0,0,0,0,0
1,CA,7101754758817516806,1653506133,Any girls ever have this issue at the gym?! 😂 @heyitzhailzz_ #gymtok #gymlife #fittok,6604887246502100998,COLTY 🥀,"FULL VIDEO ON INSTA 🤯 @colty_

Braden@turboinfluence.com",0,False,https://www.tiktok.com/@coltyy/video/7101754758817516806?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101754758817516806&source=h5_m,234690,66,46,35,25290,6843866679097740038,6843866679097740038,72,6843866679097740038,"Biddl3 Whats Poppin Remix (Contains music from: WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Jack Harlow)","Contains music from: ""WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix]""",6.671990598550438e+18,Biddl3 🧬,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6843866672588131078.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7124eaac0079c0bcf331355769f52134.json,False,False,Jack Harlow,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix]","Biddl3 Whats Poppin Remix (Contains music from: WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Jack Harlow)","Contains music from: ""WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix]""",[],0,0,Canada,#gymtok #gymlife #fittok,0,0,0,0,0,0,0,0,0,0
2,US,7100235251976375595,1653152344,Trippy! 👀🚇😳 (IG @kiingspiider) #illusion #fyp #viral,6756400778381034501,WorldStar Hip Hop,Attn. Artists! 🎶 WorldStar Distribution Is Here! Click The Link For Info 👇🌎⭐️,0,False,https://www.tiktok.com/@worldstar/video/7100235251976375595?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100235251976375595&source=h5_m,5711187,4320,7120,10320,452331,7100235219059460907,7100235219059460907,72,7100235219059460907,original sound - worldstar,WorldStar Hip Hop,6.756400778381034e+18,WorldStar Hip Hop,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7100235243499686699.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fb4bc6aa28f6e5f7effa526a2356c854.json,False,False,,,,,[],0,0,Canada,#illusion #fyp #viral,0,0,0,0,1,0,0,0,0,1
3,US,7102617832822787371,1653707082,Oops 😬 @beasteater #sarcus #couple #prank #relationshipgoals #12 #cosplay #police #copcostume #jokes #puns,5244105,Marcus Olin,"HURRY follow my insta I might dm/follow you😳 
@marcusolin
16.9m?!
💚S💚",0,False,https://www.tiktok.com/@marcusolin/video/7102617832822787371?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102617832822787371&source=h5_m,2715453,581,616,502,321928,7095938597865671470,7095938597865671470,10036,7095938597865671470,We Not Humping - Remix,Monaleo & Flo Milli,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/f8fbfbc9ca7a448e8ac0c5b7f398a66e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/2947d74154a34450b975e0eabaab6b35,True,True,,,,,[],0,0,Canada,#sarcus #couple #prank #relationshipgoals #12 #cosplay #police #copcostume #jokes #puns,0,0,0,0,0,0,0,0,0,0
4,CA,7095527645735177477,1652056272,family business tings,6658428971933368325,Morgann Book,"ontario 
probably decorating cakes or reading
morgann@shifted.digital
 🌻🌿🌸🦋",0,False,https://www.tiktok.com/@morgannbook/video/7095527645735177477?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095527645735177477&source=h5_m,1427061,231,61,57,127104,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Canada,,0,0,0,0,0,0,0,0,0,0
