,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_ireland,hash_irish,hash_johnnydepp,hash_stitch,hash_viral
3,IE,7096487228980874502,1652279691,I think this might be my favourite one #foryoupage #foryou #comedу #school #xybca #viral,6825912089657508870,user7767033507407,"Contact- Deanfoley848@gmail.com 🔥🔥
20 Years Young 🇮🇪🇮🇪
Follow The IG 😙❤️",0,False,https://www.tiktok.com/@deanfoley707/video/7096487228980874502?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096487228980874502&source=h5_m,186494,155,138,627,30702,7096487200300337925,7096487200300337925,72,7096487200300337925,original sound - deanfoley707,user7767033507407,6.825912089657509e+18,user7767033507407,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096487212417616646.mp3,,False,False,,,,,[],0,0,Ireland,#foryoupage #foryou #comedу #school #xybca #viral,1,1,0,0,0,0,0,0,0,1
4,IE,7098483067433536773,1652744384,ET wouldn’t even phone home with that finger🥴 #fyp,6870954859059790850,Shannon,Dublin✨21,0,False,https://www.tiktok.com/@shannxn1oc/video/7098483067433536773?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098483067433536773&source=h5_m,172000,648,267,353,8593,7095132921115249413,7095132921115249413,72,7095132921115249413,original sound - usefulmeme,👨🏾‍💻.,7.05684986233517e+18,👨🏾‍💻.,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095132895320328965.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/41715378a48c025ebcbb6c2064b4cb16.json,False,False,,,,,[],0,0,Ireland,#fyp,0,0,0,1,0,0,0,0,0,0
5,IE,7092851476246154501,1651433176,I cant😭 #fyp #billieeilish,6933279398120883205,thebillieglobe,"Im a fan page
⚠️I’m not Billie⚠️
Not violating guidelines 
- 
Thebillieglobe",0,False,https://www.tiktok.com/@thebillieglobe/video/7092851476246154501?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092851476246154501&source=h5_m,1008375,179,78,597,87704,6746993352891189249,6746993352891189249,10033,6746993352891189249,Monkeys Spinning Monkeys,Kevin MacLeod & Kevin The Monkey,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ea8ca7768b2142be9cafe3284d9b97fa,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bd04654513374431956fb38fa9f8db1b,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1581990211', 'external_song_key': 'apple_song_id'}]",0,0,Ireland,#fyp #billieeilish,0,0,0,1,0,0,0,0,0,0
6,IE,7100212689074507014,1653147092,I’m too smart for them #foryou #foryourpage #fyp #gangstalking #gangstalkers #gangstalkinisreal #targetedindividual #exposed,6872037255184122886,George,First account got hacked by the government so I lost access.,0,False,https://www.tiktok.com/@gangstalkersexposed2/video/7100212689074507014?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100212689074507014&source=h5_m,121239,128,39,43,4608,6770212666225985537,6770212666225985537,10033,6770212666225985537,Ice Demon,Kevin MacLeod,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ee182196293e47a2947da9fc33cb4dc2,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/2b13f193b61c4d71b8cf7d2657212611,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '941897010', 'external_song_key': 'apple_song_id'}]",0,0,Ireland,#foryou #foryourpage #fyp #gangstalking #gangstalkers #gangstalkinisreal #targetedindividual #exposed,1,0,0,1,0,0,0,0,0,0
7,CA,7097313860448718085,1652472155,Reply to @badonkadonk97 were all equal🖤,7020770874010895366,Josh🤠,Certified Milf Destroyer,0,False,https://www.tiktok.com/@josh.summerhays/video/7097313860448718085?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097313860448718085&source=h5_m,5964642,5148,19970,12815,762644,7097313844775258885,7097313844775258885,72,7097313844775258885,original sound - josh.summerhays,Josh🤠,7.020770874010895e+18,Josh🤠,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097313859370863366.mp3,,False,False,,,,,[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
0,AT,7098810245899717893,1652820560,#milliebobbybrown #free #fy #fyp #elmaxvhs,7097631078202065926,❤️,Free mbb videos🤍,0,False,https://www.tiktok.com/@millsbbfree/video/7098810245899717893?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098810245899717893&source=h5_m,876197,325,371,782,46894,7098810220847794950,7098810220847794950,72,7098810220847794950,original sound - millsbbfree,❤️,7.097631078202066e+18,❤️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098810223967750917.mp3,,False,False,,,,,[],0,0,Ireland,#milliebobbybrown #free #fy #fyp #elmaxvhs,0,0,0,1,0,0,0,0,0,0
1,US,7103252112481570091,1653854762,We’re breaking up 😢,6755871569762075654,Mayci Neeley,"cool mom + cute babies 👶🏼🥰
We love all 1.2 M of you!❤️
💌 Mayci@select.co",0,False,https://www.tiktok.com/@maycineeley/video/7103252112481570091?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103252112481570091&source=h5_m,1009102,646,1779,661,132536,6658297178852690693,6658297178852690693,72,6658297178852690693,Stop loving me (Contains music from: We Don't Work - Cristian),"Contains music from: ""We Don't Work""",6.602164814394802e+18,Vish ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1625580750952470.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7ae06c3a6889386decd6744279c36f7c.json,False,False,Cristian,We Don't Work,Stop loving me (Contains music from: We Don't Work - Cristian),"Contains music from: ""We Don't Work""",[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
2,IE,7086531113530723589,1649961601,#duet with @brynnemarieeee #snapchat #duet #girls #fyp,6706583550961615877,Turbo,"Snap=e_greaney123
Kerry 💚",0,False,https://www.tiktok.com/@eoghan_greaney/video/7086531113530723589?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086531113530723589&source=h5_m,158111,316,106,0,26270,7072833381838359338,7072833381838359338,72,7072833381838359338,original sound - huggs4byers (Contains music from: La Monica - VINNE),"Contains music from: ""La Monica""",7.051325885107701e+18,Tik Toker,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7072833412377316142.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/6bbddac5d61f7a8c4aec6a4f15530de3.json,False,False,VINNE,La Monica,original sound - huggs4byers (Contains music from: La Monica - VINNE),"Contains music from: ""La Monica""",[],0,0,Ireland,#duet #snapchat #duet #girls #fyp,0,0,0,1,0,0,0,0,0,0
3,AI,7101752440126459142,1653505593,"📽 Crazy, Stupid, Love 🤩 #movie #crazystupidlove #edits #edit #fyp #trend #fypシ #humor #viral #lovestory #marvel #netflix",7094650501652890629,BenXlevelup,"Professional editor
Movie | Celebrity
Click here help me get 1k subscribers 👇",0,False,https://www.tiktok.com/@benxlevelup/video/7101752440126459142?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101752440126459142&source=h5_m,1387380,190,394,585,113141,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Ireland,#movie #crazystupidlove #edits #edit #fyp #trend #fypシ #humor #viral #lovestory #marvel #netflix,0,0,0,1,1,0,0,0,0,1
4,IE,7100591844966272262,1653235371,blue razz lemonade 🫐 #fyp #foryou #vape #dispo #ratingvapes,7100536792872666117,dispo rating,"- 2 owners -
dispo obsessed 🍉
comment reccomendations 🙏💨",0,False,https://www.tiktok.com/@disporating/video/7100591844966272262?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100591844966272262&source=h5_m,67757,73,37,38,2759,7070944085934230273,7070944085934230273,72,7070944085934230273,thats what i like,🍪,7.046608758293726e+18,🍪,False,True,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7070944050718853889.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ef5923e1b51bfe8baeaf1d49ec88b882.json,False,False,,,,,[],0,0,Ireland,#fyp #foryou #vape #dispo #ratingvapes,1,0,0,1,0,0,0,0,0,0
5,IE,7103233603223538950,1653850454,Trying our best ☘️ #dublinairport #foryoupage,7840703,𝚁𝚊𝚌𝚑𝚎𝚕 𝚡 𝙰𝚗𝚗𝚎,"21 ☽
𝐶𝑜𝑛𝑡𝑎𝑐𝑡 : 𝑅𝑎𝑐ℎ𝑒𝑙𝑥𝑎𝑛𝑛𝑒𝑏𝑢𝑠𝑖𝑛𝑒𝑠𝑠@𝑔𝑚𝑎𝑖𝑙.𝑐𝑜𝑚",0,False,https://www.tiktok.com/@rachelxanne/video/7103233603223538950?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103233603223538950&source=h5_m,198899,168,42,29,15029,7073036425435843354,7073036425435843354,24,7073036425435843354,taehyun is so bf (Contains music from: I Love You - Kwixou),"Contains music from: ""I Love You""",7.060505385828124e+18,amber ✘,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7073036415197793050.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e274011ed7003c4e9c00460babdda416.json,False,False,Kwixou,I Love You,taehyun is so bf (Contains music from: I Love You - Kwixou),"Contains music from: ""I Love You""",[],0,0,Ireland,#dublinairport #foryoupage,0,1,0,0,0,0,0,0,0,0
6,GB,7100853454272269573,1653296286,What was he trying to prove though #fyp #travel #london #pov #train #drunk #drunkaf #drunktiktoks #food #random #fypシ #foryou,7006041688011736070,Origin__nate,Nate,0,False,https://www.tiktok.com/@origin__nate/video/7100853454272269573?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100853454272269573&source=h5_m,4306769,7685,17964,19984,685600,7100853449973123846,7100853449973123846,72,7100853449973123846,original sound - origin__nate,Origin__nate,7.006041688011736e+18,Origin__nate,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100853403630177029.mp3,,False,False,,,,,[],0,0,Ireland,#fyp #travel #london #pov #train #drunk #drunkaf #drunktiktoks #food #random #fypシ #foryou,1,0,0,1,1,0,0,0,0,0
7,IE,7076815750173953286,1647699567,#stitch with @syddiesue The downsides of Paris  #paris,6740676960579503110,Mandy Cherie,Mandy in Paris 🇮🇪🇫🇷 I’m Irish ☘️ Follow for all things Paris ❤️,0,False,https://www.tiktok.com/@itsmandycherie/video/7076815750173953286?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076815750173953286&source=h5_m,2219632,2023,761,5,240910,7076815746622409477,7076815746622409477,72,7076815746622409477,original sound - itsmandycherie,Mandy Cherie,6.740676960579503e+18,Mandy Cherie,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7076815747917400838.mp3,,False,False,,,,,[],0,0,Ireland,#stitch #paris,0,0,0,0,0,0,0,0,1,0
0,IE,7101394781913353477,1653422320, ,6719558864272229382,Ben Williams,Code “BuddyCup” for 30% off the best training plans in the game👇🏼,0,False,https://m.tiktok.com/v/7101394781913353477.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101394781913353477&source=h5_m,358299,1202,936,1032,22687,7066599208568179503,7066599208568179503,72,7066599208568179503,original sound - futurefootballstar,Braylon & Peyton,6.8135737693542e+18,Braylon & Peyton,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7066599227681475374.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/15a25e4548da7f71996dea68641b0c54.json,False,False,,,,,[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
1,IE,7099091858642455813,1652886129,Happy hump day folks.. don’t forget to give yourself a bit of a giggle today #irish #dance #tradie #over18 #smile,6656859960661934085,Eamonn Duff,"Insta⬆️
29
Full time plasterer part time pt
I giv advice and do an odd trend
18+",0,False,https://m.tiktok.com/v/7099091858642455813.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099091858642455813&source=h5_m,98533,118,140,150,9735,7076062511933901573,7076062511933901573,72,7076062511933901573,Sweet Giirrrrllll face beat x Father Philis (Contains music from: Face Beat - Father Philis),"Contains music from: ""Face Beat""",6.808628320147654e+18,Phil,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7076062516677364486.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/502e849a96f04fa9417d1c14e78c983d.json,False,False,Father Philis,Face Beat,Sweet Giirrrrllll face beat x Father Philis (Contains music from: Face Beat - Father Philis),"Contains music from: ""Face Beat""",[],0,0,Ireland,#irish #dance #tradie #over18 #smile,0,0,0,0,0,0,1,0,0,0
2,CA,7099313163618897157,1652937661,Would that’ve been a good time to shoot my shot? #gymcrushchronicles #gymcrush #gymbf,6817550197796881413,EMILY KERLEY,"Full Workouts on IG
Canadian | Online Fitness Coach
Apply ↴",0,False,https://m.tiktok.com/v/7099313163618897157.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099313163618897157&source=h5_m,5048810,796,463,579,645730,7070736959819369258,7070736959819369258,72,7070736959819369258,I love you young slo be,ZhongliBootyJiggler6895,6.625709868379947e+18,ZhongliBootyJiggler6895,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7070736979771607850.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/5842dd359c23c86697575fcf6f3773b1.json,False,False,,,,,[],0,0,Ireland,#gymcrushchronicles #gymcrush #gymbf,0,0,0,0,0,0,0,0,0,0
3,IE,7086460712251444486,1649945210,What a good girl,6938120974076232710,Leave,🇮🇪,0,False,https://m.tiktok.com/v/7086460712251444486.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086460712251444486&source=h5_m,1407086,1789,895,1378,217532,7082131208687110918,7082131208687110918,72,7082131208687110918,original sound - playboiisoundss,Playboiisoundss🉐🖤,6.90577104106057e+18,Playboiisoundss🉐🖤,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082131205470112518.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/199ea9b729e17aa420a9ae651d2d1bf6.json,False,False,,,,,[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
4,US,7093894237837692165,1651675968,Have you seen him? 😳😳 #exitentry #ireland,6835322879480792070,Exit Entry,"Find your future on our app!
👇Download it FREE!👇",0,False,https://m.tiktok.com/v/7093894237837692165.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093894237837692165&source=h5_m,384876,1749,1426,1439,38927,7093894225502178053,7093894225502178053,72,7093894225502178053,original sound - exit.entry,Exit Entry,6.835322879480792e+18,Exit Entry,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093894243004992262.mp3,,False,False,,,,,[],0,0,Ireland,#exitentry #ireland,0,0,0,0,0,1,0,0,0,0
5,IE,7095367357538897157,1652018951,#foryou #fyp #ironic #womenpower,7091349946310853637,blackhumor977,,0,False,https://m.tiktok.com/v/7095367357538897157.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095367357538897157&source=h5_m,252938,252,531,751,24667,7095367346243521285,7095367346243521285,72,7095367346243521285,original sound - blackhumor97.7,blackhumor977,7.091349946310854e+18,blackhumor977,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095367361229753094.mp3,,False,False,,,,,[],0,0,Ireland,#foryou #fyp #ironic #womenpower,1,0,0,1,0,0,0,0,0,0
6,IE,7095153717409746182,1651969208,"4,000 #khloekardashian #krisjenner #fyp",6899151899854128130,Dash City,Daily Kardashian Videos 🎥🤍,0,False,https://m.tiktok.com/v/7095153717409746182.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095153717409746182&source=h5_m,4620958,1387,989,934,729535,7095153697177078534,7095153697177078534,72,7095153697177078534,original sound - dashcity,Dash City,6.899151899854128e+18,Dash City,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095153673118059270.mp3,,False,False,,,,,[],0,0,Ireland,#khloekardashian #krisjenner #fyp,0,0,0,1,0,0,0,0,0,0
7,IE,7099546089023458566,1652991887,Is this you ? #gymtips #musclegrowth,6815215879372407813,Evan Daly_dailyfitness,"Online coaching ✅
⬇️Apply for Online Coaching ⬇️",0,False,https://m.tiktok.com/v/7099546089023458566.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099546089023458566&source=h5_m,1151791,274,357,1159,138011,7088097553489906438,7088097553489906438,72,7088097553489906438,original sound - lord..xp (Contains music from: Look At Me (Freestyle) - Bammbreezy Montana),"Contains music from: ""Look At Me (Freestyle)""",6.9263255066499e+18,LORD.xp,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088097541383850758.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1dc2a1e2eda86a9b346b4e9884a709b0.json,False,False,Bammbreezy Montana,Look At Me (Freestyle),original sound - lord..xp (Contains music from: Look At Me (Freestyle) - Bammbreezy Montana),"Contains music from: ""Look At Me (Freestyle)""",[],0,0,Ireland,#gymtips #musclegrowth,0,0,0,0,0,0,0,0,0,0
0,US,7092201371864386862,1651281811,every dad’s greatest fear 👹 #dan #dad,6608229249361854469,The McFarlands,"💃Your mother’s favorite TikTok page🕺
👇👇👇👇",0,False,https://www.tiktok.com/@the.mcfarlands/video/7092201371864386862?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092201371864386862&source=h5_m,15269815,17162,107932,3840,2102926,7092201366612986670,7092201366612986670,72,7092201366612986670,original sound - the.mcfarlands,The McFarlands,6.608229249361854e+18,The McFarlands,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092201384753367854.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/1c5aafc803a87b00cd718d2572f03747.json,False,False,,,,,[],0,0,Ireland,#dan #dad,0,0,0,0,0,0,0,0,0,0
1,US,7103261799293898030,1653857018, ,28973541,rid-thee,19,0,False,https://www.tiktok.com/@loadedtortillasouplover/video/7103261799293898030?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103261799293898030&source=h5_m,6206436,10224,5505,329,1436174,7096098349425888006,7096098349425888006,72,7096098349425888006,original sound - bestspeedup,Spam = block <3,7.069805580160353e+18,Spam = block <3,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096098350512081670.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/052e3c5f802cc0a3be012d260c545fbe.json,False,False,,,,,[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
2,US,7102537222502501678,1653688314,My cat really doesn't like my pest control expert....,6977500450208285702,mattnewman25,,0,False,https://www.tiktok.com/@mattnewman25/video/7102537222502501678?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102537222502501678&source=h5_m,13319578,4848,13995,2134,1032447,7102537203368102698,7102537203368102698,72,7102537203368102698,original sound - mattnewman25,mattnewman25,6.977500450208286e+18,mattnewman25,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7102537246091463470.mp3,,False,False,,,,,[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
3,US,7092560020373622058,1651365315,I’m a Mormon photographer…,6589010621765173254,Cherdleys,,0,False,https://www.tiktok.com/@cherdleys/video/7092560020373622058?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092560020373622058&source=h5_m,8698187,2297,9274,730,1263378,7092560000551439150,7092560000551439150,72,7092560000551439150,original sound - cherdleys,Cherdleys,6.589010621765173e+18,Cherdleys,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092560027982138158.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b9f1d4b82f80f5c1762175b3ce8f13fa.json,False,False,,,,,[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
4,US,7099847428542844206,1653062048,oh my god how can i get my phone#fyp #fypシ #foryou #foryoupage #tiktok #trend,7084867546757022766,LHG,Can you guys help me get to 500k followers,0,False,https://www.tiktok.com/@loihagiang98/video/7099847428542844206?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099847428542844206&source=h5_m,18010505,9300,5625,7030,1923341,7073634357151583022,7073634357151583022,72,7073634357151583022,original sound - dangerbils,🕷🕸,6.898009167806612e+18,🕷🕸,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7073634375958678314.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/cbc71f7994e999b330b8949937f74fca.json,False,False,,,,,[],0,0,Ireland,#fyp #fypシ #foryou #foryoupage #tiktok #trend,1,1,0,1,1,0,0,0,0,0
5,US,7093659153859644715,1651621227,Bro take the $20🤣,6832705390443365381,Jaykindafunny,For More Muñañyo shi ↙️,0,False,https://www.tiktok.com/@jaykindafunny8/video/7093659153859644715?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093659153859644715&source=h5_m,58154281,43156,222551,21860,5352106,7093659128643586859,7093659128643586859,72,7093659128643586859,original sound - jaykindafunny8,Jaykindafunny,6.832705390443365e+18,Jaykindafunny,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7093659152950250282.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/3fee202c873642bbd0c0b363b229d313.json,False,False,,,,,[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
0,IT,7096025145340398853,1652172108,Nice.Satisfying.,7004801139778716678,Pengpeng,@k2309527,0,False,https://www.tiktok.com/@kristina_giugno_friendly/video/7096025145340398853?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096025145340398853&source=h5_m,15828994,183,1255,781,76205,7096025110406122246,7096025110406122246,72,7096025110406122246,original sound - kristina_giugno_friendly (Contains music from: Aloha Heja He - Achim Reichel),"Contains music from: ""Aloha Heja He""",7.004801139778717e+18,Pengpeng,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096025122045430534.mp3,,False,False,Achim Reichel,Aloha Heja He,original sound - kristina_giugno_friendly (Contains music from: Aloha Heja He - Achim Reichel),"Contains music from: ""Aloha Heja He""",[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
1,GB,7094984322393902341,1651929768,Come join me from now on live and watch me recreate this burger cake I did 5 years ago! #realisticcake #hyperrealisticcake #burgercake #fyp #cakeninjasouthport,6810514836361364486,Cake Ninja,"📍Southport
Instagram: @cakeninja
I make my cakes live - come join✌🏼",0,False,https://www.tiktok.com/@cakeninja_/video/7094984322393902341?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094984322393902341&source=h5_m,3415129,213,132,173,231633,7084006982138480642,7084006982138480642,10033,7084006982138480642,First Class,Jack Harlow,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8712eb155ead4a259d0556ce2249f72f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/5d7c6d06714845a7bcd898dea16c5b97,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1618136917', 'external_song_key': 'apple_song_id'}]",0,0,Ireland,#realisticcake #hyperrealisticcake #burgercake #fyp #cakeninjasouthport,0,0,0,1,0,0,0,0,0,0
2,US,7102383909568089390,1653652620,Reply to @stephanie_zm Here y’all go😭 he’s single and does art!!😝#fyp #longisland #foryou,6915046053227299845,Kaylin 👩🏽‍🦯👩🏽‍🦯👩🏽‍🦯,"Mixed🦋
Long island😐🤟🏽
snap-@panther190
pan🏳️‍🌈
18",0,False,https://www.tiktok.com/@_packitup/video/7102383909568089390?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102383909568089390&source=h5_m,14157923,40628,25192,4040,2976239,7092395731911215878,7092395731911215878,72,7092395731911215878,i wanna i wanna ridee,quentin’,7.091964324415948e+18,quentin’,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092395735131360006.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/51c18e4eedd89224941c3d0f95076293.json,False,False,,,,,[],0,0,Ireland,#fyp #longisland #foryou,1,0,0,1,0,0,0,0,0,0
3,US,7094683239566200110,1651859667,Guess who the real pitcher is 🧐🧐 #YSUSOFTBALL #GOGUINS#GRITU,6636150112992608261,ElleBuff,"Once I figure out how to work this I’ll be famous
~Barstool Athlete~",0,False,https://www.tiktok.com/@ellebuff99/video/7094683239566200110?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094683239566200110&source=h5_m,2247313,3058,609,2,199665,7094683228367375150,7094683228367375150,72,7094683228367375150,original sound - ellebuff99,ElleBuff,6.636150112992608e+18,ElleBuff,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7094680128697027370.mp3,,False,False,,,,,[],0,0,Ireland,#YSUSOFTBALL #GOGUINS#GRITU,0,0,0,0,0,0,0,0,0,0
