,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_amberheard,hash_australia,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_johnnydepp,hash_trending,hash_viral
0,US,7096944845192793345,1652386237, ,6692533216942179334,Kissme,"Di 🦋
20 ❤️
Follow my Instagram: sheloveeeeeee 🚁👇",0,False,https://www.tiktok.com/@shelovee/video/7096944845192793345?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096944845192793345&source=h5_m,6997059,4531,4404,5297,892101,6852462368664996613,6852462368664996613,72,6852462368664996613,original sound - zayaperysian,Zaya,2.6038432808441446e+17,Zaya,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6852462316341054214.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5ffe4759e8719333d33f9cb99c44473f.json,False,False,,,,,[],0,0,Australia,,0,0,0,0,0,0,0,0,0,0
1,GB,7103223270018698501,1653848048,Her face tho😭 #comedy #prank #funnyvideos #prankvideo #viral,7026597589714600966,comedy.pranks,"Official Home Of The Pranks🏠
#1 Pranks Page🥇
Follow For More🌟
Credits✅",0,False,https://www.tiktok.com/@comedy.pranks/video/7103223270018698501?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103223270018698501&source=h5_m,241112,48,27,17,7455,7026851502283803397,7026851502283803397,72,7026851502283803397,Use This Sound For Pranks (Contains music from: Monkeys Spinning Monkeys - Kevin MacLeod),"Contains music from: ""Monkeys Spinning Monkeys""",7.026597589714601e+18,comedy.pranks,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7026851611163085574.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f00eb84c22bdf5672a7fb6612b05c822.json,False,False,Kevin MacLeod,Monkeys Spinning Monkeys,Use This Sound For Pranks (Contains music from: Monkeys Spinning Monkeys - Kevin MacLeod),"Contains music from: ""Monkeys Spinning Monkeys""",[],0,0,Australia,#comedy #prank #funnyvideos #prankvideo #viral,0,0,0,0,0,0,0,0,0,1
2,GB,7098053261399215365,1652644311,Credit#hulu#e#krisjenner#kendalljenner#kimkardashian#khloekardashian#kourtneykardashian#kuwtk#keepingupwiththekardashians#kyliejenner#usa#usareality#disney#disneyplus#chicagowest#travisscott#travis#petedavidson#coreygamble#caitlynjenner#mumtok#fashion#trending#trendingvideos#90days#keepingup#stormi#stormiwebster#jordynwoods#tristanthompson#dream#true#truethompson#scott#scottdisick#mason#masondisick#penelopedisick#northwest#ye#kanyewest,6952199508186448902,usareality,"Highlights from your favourite reality TV
Daily Content
Click 🛍 below to shop",0,False,https://www.tiktok.com/@usareality/video/7098053261399215365?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098053261399215365&source=h5_m,3142758,658,649,1278,374525,7098053254529026821,7098053254529026821,72,7098053254529026821,original sound - usareality,usareality,6.952199508186449e+18,usareality,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098053262292601606.mp3,,False,False,,,,,[],0,0,Australia,#hulu#e#krisjenner#kendalljenner#kimkardashian#khloekardashian#kourtneykardashian#kuwtk#keepingupwiththekardashians#kyliejenner#usa#usareality#disney#disneyplus#chicagowest#travisscott#travis#petedavidson#coreygamble#caitlynjenner#mumtok#fashion#trending#trendingvideos#90days#keepingup#stormi#stormiwebster#jordynwoods#tristanthompson#dream#true#truethompson#scott#scottdisick#mason#masondisick#penelopedisick#northwest#ye#kanyewest,0,0,0,0,0,0,0,0,1,0
3,DE,7096935096971824390,1652383969,Reply to @jadeleighvw  Amber Heard in Magic Mike 2 (2015) #amberheard #magicmike #amberheardjohnnydepp #justiceforjohnnydepp,7093477943057351685,folklorestory,| Folklorestory | #justiceforjohnnydepp | Dirt in Hollywood |,0,False,https://www.tiktok.com/@folklorestory/video/7096935096971824390?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096935096971824390&source=h5_m,5475916,3089,3584,26,236609,7096935095382117126,7096935095382117126,72,7096935095382117126,original sound - folklorestory (Contains music from: Anywhere - 112),"Contains music from: ""Anywhere""",7.093477943057352e+18,folklorestory,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096935099748436741.mp3,,False,False,112,Anywhere,original sound - folklorestory (Contains music from: Anywhere - 112),"Contains music from: ""Anywhere""",[],0,0,Australia,#amberheard #magicmike #amberheardjohnnydepp #justiceforjohnnydepp,1,0,0,0,0,0,0,0,0,0
4,DE,7099903526444338438,1653075110,Amy is literally carrying Pitch Perfect #pitchperfect #rebelwilson #xyzbca #viral,6878243403981718530,ᴀɴᴀᴋɪɴ,"🇩🇪
yes my real name is anakin",0,False,https://www.tiktok.com/@anakinhub/video/7099903526444338438?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099903526444338438&source=h5_m,11245372,6010,3200,145,2568075,7099903547931659014,7099903547931659014,72,7099903547931659014,original sound - anakinhub (Contains music from: OMG (feat. will.i.am) - Usher),"Contains music from: ""OMG (feat. will.i.am)""",6.878243403981719e+18,ᴀɴᴀᴋɪɴ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099903537765403397.mp3,,False,False,Usher,OMG (feat. will.i.am),original sound - anakinhub (Contains music from: OMG (feat. will.i.am) - Usher),"Contains music from: ""OMG (feat. will.i.am)""",[],0,0,Australia,#pitchperfect #rebelwilson #xyzbca #viral,0,0,0,0,0,0,0,0,0,1
5,CA,7093915814981651718,1651680987,Basic vs Advanced English Vocabulary 📝 #learnenglish #ingles #english #fyp #LearnOnTikTok #imparacontiktok,6974175463045727237,ARC English,"Resources to improve your English 📈‼️

YouTube: ARC English

IG: @arc.english",0,False,https://www.tiktok.com/@arc.english/video/7093915814981651718?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093915814981651718&source=h5_m,4761838,1636,3367,22149,381201,6871277975694739469,6871277975694739469,10036,6871277975694739469,Le Calin,斌杨Remix,,,False,False,,https://sf16-music-sign.tiktokcdn.com/obj/tos-useast2a-v-2774/f6834dbcd5074b0683b82c45c6feec69?x-expires=1653908239&x-signature=0QFWYilkdX28hq4uCLU1hwEiyi8%3D,False,True,,,,,[],0,0,Australia,#learnenglish #ingles #english #fyp #LearnOnTikTok #imparacontiktok,0,0,0,0,0,1,0,0,0,0
6,GB,7099567643539131653,1652996907,These guys did so well not to laugh #fyp #impracticaljokers #funny,6997763193574704133,TheGreatestclipz,Just funny clips at this point,0,False,https://www.tiktok.com/@thegreatestclipz/video/7099567643539131653?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099567643539131653&source=h5_m,2509673,526,921,1285,174673,7099567639986588422,7099567639986588422,72,7099567639986588422,original sound - thegreatestclipz,TheGreatestclipz,6.997763193574704e+18,TheGreatestclipz,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099567629546932998.mp3,,False,False,,,,,[],0,0,Australia,#fyp #impracticaljokers #funny,0,0,0,0,1,1,0,0,0,0
7,DE,7102735506584243461,1653734483,#piratingisillegal #moviememe #2000skids,7087684283394442245,dankproducer,"gimme the music memes

* memes made by other creators are credited",0,False,https://www.tiktok.com/@dankproducer/video/7102735506584243461?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102735506584243461&source=h5_m,822631,2218,1316,10,100436,7102735495029197574,7102735495029197574,72,7102735495029197574,original sound - dankproducer (Contains music from: Genocide Is a Crime (Skit) - Scott Keltic Knot),"Contains music from: ""Genocide Is a Crime (Skit)""",7.087684283394442e+18,dankproducer,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102735486641294086.mp3,,False,False,Scott Keltic Knot,Genocide Is a Crime (Skit),original sound - dankproducer (Contains music from: Genocide Is a Crime (Skit) - Scott Keltic Knot),"Contains music from: ""Genocide Is a Crime (Skit)""",[],0,0,Australia,#piratingisillegal #moviememe #2000skids,0,0,0,0,0,0,0,0,0,0
0,AU,7102620458163457281,1653707697,Not me also teaching this and never having participated in the trend #fyp #foryou,6780589757341926406,Sofia Ligeros,"Solo travel 🚐🇦🇺💕 
Feel good, banter, D&M’s ✨
IG: @sofialigeros",0,False,https://www.tiktok.com/@sofialigeros/video/7102620458163457281?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102620458163457281&source=h5_m,186155,81,12,125,25365,7073036425435843354,7073036425435843354,24,7073036425435843354,taehyun is so bf (Contains music from: Fury - Leiner),"Contains music from: ""Fury""",7.060505385828124e+18,amber ✘,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7073036415197793050.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e274011ed7003c4e9c00460babdda416.json,False,False,Leiner,Fury,taehyun is so bf (Contains music from: Fury - Leiner),"Contains music from: ""Fury""",[],0,0,Australia,#fyp #foryou,0,0,1,0,0,1,0,0,0,0
1,AU,7073440236893703425,1646913644,When people comment negatively about my body 🙃,6727785014874637317,Ariella Nyssa,"Sydney Australia 🦋
Instagram: ariellanyssa
✉️ ariella@wearekomodo.com",0,False,https://www.tiktok.com/@ariellanyssa/video/7073440236893703425?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073440236893703425&source=h5_m,298359,238,121,493,17253,7064658646256651009,7064658646256651009,72,7064658646256651009,original sound - betelgeusethestar (Contains music from: Crazy Drunk - The Contraband),"Contains music from: ""Crazy Drunk""",6.963228373478196e+18,Betelgeusethestar,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7064658638283098882.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a1fdae62991a76a9c5a9c69f8f195b46.json,False,False,The Contraband,Crazy Drunk,original sound - betelgeusethestar (Contains music from: Crazy Drunk - The Contraband),"Contains music from: ""Crazy Drunk""",[],0,0,Australia,,0,0,0,0,0,0,0,0,0,0
2,GB,7094293518184697094,1651768927,What did she just say at the end??😂 #fyp #africanmom #momprank #prankvideos #nigeria #foryou #prank #family #funnyprankvideos #nnamdianunobi #viral,6645996991422480390,Nnamdi Anunobi,"Insta: @nnamdianunobi buisness enquiries

fawaz@connectmgt.com

⬇️YOUTUBE⬇️",0,False,https://www.tiktok.com/@nnamdianunobi/video/7094293518184697094?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094293518184697094&source=h5_m,6642210,1392,2400,3257,630739,7086201843973621762,7086201843973621762,10033,7086201843973621762,About Damn Time,Lizzo,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2e6ee9db9c1440ec88118a965e786985,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/aec693bde8934a379590f77837e0bb52,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1619162353', 'external_song_key': 'apple_song_id'}]",0,0,Australia,#fyp #africanmom #momprank #prankvideos #nigeria #foryou #prank #family #funnyprankvideos #nnamdianunobi #viral,0,0,1,0,0,1,0,0,0,1
3,US,7101094831585381633,1653352484,Follow me for a beer #ausvsusa #insults #comparison,6812179386671875078,Liam Dowling,"SUB TO MY YOUTUBE ITS BETTER TRUST ME

INQUIRIES: dowlingl2020@gmail.com",0,False,https://www.tiktok.com/@liam_dowling/video/7101094831585381633?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101094831585381633&source=h5_m,1134808,533,596,1210,225073,7101094847565548290,7101094847565548290,72,7101094847565548290,original sound - liam_dowling,Liam Dowling,6.812179386671875e+18,Liam Dowling,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7101094746856147713.mp3,,False,False,,,,,[],0,0,Australia,#ausvsusa #insults #comparison,0,0,0,0,0,0,0,0,0,0
4,AU,7096388750141295873,1652256762,Reply to @linastaples  who knew emojis could upset people so much 😫 #foodie #emoji,53838971864104960,Kat Clark,"🇦🇺 🇵🇭 
Healthy Food • Mum life but with older kids
📧 Kat@thisisamplify.com",0,False,https://www.tiktok.com/@katclark86/video/7096388750141295873?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096388750141295873&source=h5_m,2541841,4064,108,150,230310,7096388745229912833,7096388745229912833,72,7096388745229912833,original sound - katclark86,Kat Clark,5.383897186410496e+16,Kat Clark,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7096388746710518529.mp3,,False,False,,,,,[],0,0,Australia,#foodie #emoji,0,0,0,0,0,0,0,0,0,0
5,GB,7102718074146639110,1653730424,#holiday #travel #friend #drunk #funny #stunt #girls #beach #lol,6976244286493197318,ReactionReality,"Reframing reality 4 ur entertainment.  
Give us a follow - if u like 🙂",0,False,https://www.tiktok.com/@reaction.reality/video/7102718074146639110?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102718074146639110&source=h5_m,3376603,3731,12743,5442,195033,7102718039774300933,7102718039774300933,72,7102718039774300933,original sound - reaction.reality,ReactionReality,6.976244286493197e+18,ReactionReality,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102718049484081925.mp3,,False,False,,,,,[],0,0,Australia,#holiday #travel #friend #drunk #funny #stunt #girls #beach #lol,0,0,0,0,1,0,0,0,0,0
6,AU,7102511424903154946,1653682308,road trip prep w/ a dog! 🐶🚗 seat cover from @apawlopets 💙 code TIKTOK10 #dogroadtrip #dogcarseatcover #petlover,6784724450442724357,Winnie & April,"wholesome doggo content 🦊
winniethecattledog@gmail.com
our brand @apawlopets 💙",0,False,https://www.tiktok.com/@winniethecattledog/video/7102511424903154946?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102511424903154946&source=h5_m,5570023,1741,13761,6811,663427,7089828122854197249,7089828122854197249,10033,7089828122854197249,About Damn Time,Lizzo,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/62d497a35bcf407598da8ac1d741359b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/38418ae73d084e45a86fb6cbbd0149fe,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1619162353', 'external_song_key': 'apple_song_id'}]",0,0,Australia,#dogroadtrip #dogcarseatcover #petlover,0,0,0,0,0,0,0,0,0,0
7,AU,7094062418103373058,1651715120,#fyp #OscarsAtHome #fuarkmoi #fyp,6775802661138826245,Hannah Palmer,"#fuarkmoi | South Aussie 🇦🇺
Gym Rat 🚩 | Small Girl, Big Attitude 💁🏻‍♀️",0,False,https://www.tiktok.com/@hannahpalmer__/video/7094062418103373058?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094062418103373058&source=h5_m,1456188,1940,10489,6925,137059,7094062409526070018,7094062409526070018,72,7094062409526070018,original sound - hannahpalmer__,Hannah Palmer,6.775802661138826e+18,Hannah Palmer,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7094062407022037761.mp3,,False,False,,,,,[],0,0,Australia,#fyp #OscarsAtHome #fuarkmoi #fyp,0,0,0,0,0,2,0,0,0,0
0,AU,7097111565807209730,1652425056,Part 182 | #foryou #viral #revealingsounds #OscarsAtHome,7026162313930359809,✪,"Email me for collaborations ⬇️
Business email : joqwtiktok@gmail.com",0,False,https://www.tiktok.com/@joqw/video/7097111565807209730?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097111565807209730&source=h5_m,12169500,7839,5069,10507,1979533,7028248313245747973,7028248313245747973,72,7028248313245747973,original sound - 22funnier_,22Funnier_,6.993074775451715e+18,22Funnier_,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7028248238469794566.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/09258cbb5cfa471c5bfa821b6b29036f.json,False,False,,,,,[],0,0,Australia,#foryou #viral #revealingsounds #OscarsAtHome,0,0,1,0,0,0,0,0,0,1
1,AU,7082259255964732674,1648966983,When another girl flirts with your man @echtapparel 💁🏼‍♀️ #echt #echtapparel #couplestiktok #relationshipthings #relatable #viral #trend #flirt #fyp #foryoupage,6783139144346272774,Alissa Fay,"💕 I reply to DMs on Insta
📮 PO BOX 91 Glen Osmond SA 5064
👇🏻Collabs",0,False,https://www.tiktok.com/@alissafay/video/7082259255964732674?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082259255964732674&source=h5_m,699221,51,398,291,9894,6846830742056585990,6846830742056585990,72,6846830742056585990,original sound - ...twill,TWILL🕺🏼,6.737028949753021e+18,TWILL🕺🏼,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6990302028132436737.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4274915b7568eb3fdebaa36e5a4470fd.json,False,False,,,,,[],0,0,Australia,#echt #echtapparel #couplestiktok #relationshipthings #relatable #viral #trend #flirt #fyp #foryoupage,0,0,0,1,0,1,0,0,0,1
2,AU,7086002341291298049,1649838487,#fyp #aussie #eshay,6995794488594367489,PRΩUD ΔUSSIΣ,since you’re already here press that follow and have a great day!! 🇦🇺,0,False,https://www.tiktok.com/@proud.to.be.aussie_/video/7086002341291298049?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086002341291298049&source=h5_m,1228067,1378,860,4403,118896,7059808078316702470,7059808078316702470,72,7059808078316702470,original sound - kristi.goxhaj,Troublesome,6.892399066894992e+18,Troublesome,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7059808071710788358.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/440b3b69d5fee6265c9c8b84ca68169c.json,False,False,,,,,[],0,0,Australia,#fyp #aussie #eshay,0,0,0,0,0,1,0,0,0,0
3,AU,7077442063305805058,1647845393, ,6795503086019511301,Daniel Cawthorne,"Shows in Sydney, Melbourne and Newcastle!",0,False,https://www.tiktok.com/@daniel_maxi/video/7077442063305805058?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077442063305805058&source=h5_m,1971532,1994,4570,11912,389711,7077442059086482177,7077442059086482177,72,7077442059086482177,original sound - daniel_maxi,Daniel Cawthorne,6.795503086019511e+18,Daniel Cawthorne,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7077442059598121729.mp3,,False,False,,,,,[],0,0,Australia,,0,0,0,0,0,0,0,0,0,0
4,DE,7102558301380005126,1653693224,#america,6963379662844134406,Malik Haje,,0,False,https://www.tiktok.com/@abu_alhool/video/7102558301380005126?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102558301380005126&source=h5_m,4105524,318,130,94,217658,7102558296393222918,7102558296393222918,72,7102558296393222918,original sound - abu_alhool,Malik Haje,6.963379662844134e+18,Malik Haje,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102558315384670981.mp3,,False,False,,,,,[],0,0,Australia,#america,0,0,0,0,0,0,0,0,0,0
5,IT,7100297199363378434,1653166769,When you’ve worn the same pair of underwear for 4 days shot starts to get real… no pun intended.,6779048366727808005,Martha Kalifatidis,Most of my life is on Insta… I’m just new here!,0,False,https://www.tiktok.com/@marthakalifatidis/video/7100297199363378434?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100297199363378434&source=h5_m,1812345,244,355,198,138720,7100297195160718082,7100297195160718082,72,7100297195160718082,original sound - marthakalifatidis,Martha Kalifatidis,6.779048366727808e+18,Martha Kalifatidis,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7100297168862972674.mp3,,False,False,,,,,[],0,0,Australia,,0,0,0,0,0,0,0,0,0,0
6,GB,7101767558205836550,1653509113,😐😂😂 #funny #comedу #couples #fyp #foryoupage #foryou,6810815001705350149,Lifes2short2moan,"Daily Content 🎯
Here to brighten up someones day ☀️
     ⭐️All 4 The Laughs 😂",0,False,https://www.tiktok.com/@lifes2short2moan/video/7101767558205836550?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101767558205836550&source=h5_m,15707581,9453,102859,514,1712059,7101767544037477125,7101767544037477125,72,7101767544037477125,original sound - lifes2short2moan,Lifes2short2moan,6.81081500170535e+18,Lifes2short2moan,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101767552807881478.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/63af95b3b087bd02691210ac0b77a469.json,False,False,,,,,[],0,0,Australia,#funny #comedу #couples #fyp #foryoupage #foryou,0,0,1,1,1,1,0,0,0,0
7,US,7102431007806147841,1653663584,WHAT DID SHE SAY?! 😳 #fyp #fypシ #foryoupage #funny #interview #foryou #foryou,6652875359107334149,Adammilardovic,"Los Angeles🇺🇸
Follow my Instagram/Youtube
@adammilardovicc
@NovaMen Ambassador",0,False,https://www.tiktok.com/@adammilardovicc/video/7102431007806147841?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102431007806147841&source=h5_m,2221841,4749,873,720,137115,7102431009694173954,7102431009694173954,72,7102431009694173954,original sound - adammilardovicc,Adammilardovic,6.652875359107334e+18,Adammilardovic,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102431005193358082.mp3,,False,False,,,,,[],0,0,Australia,#fyp #fypシ #foryoupage #funny #interview #foryou #foryou,0,0,2,1,1,1,1,0,0,0
0,AU,7077069491330354433,1647758646, ,6903346029179044869,MCI GUY,stay true to yourself do good and good will come to you mci never die never lie,0,False,https://m.tiktok.com/v/7077069491330354433.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077069491330354433&source=h5_m,1564667,2131,12012,13020,98555,7030265666854800130,7030265666854800130,72,7030265666854800130,original sound - wavefmnt,WaveFm,7.017762419243484e+18,WaveFm,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7030265574114511618.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ae5f7894d8b1e468ab80f998d8d75469.json,False,False,,,,,[],0,0,Australia,,0,0,0,0,0,0,0,0,0,0
1,GB,7101693379989261574,1653491842,First photo is December… been growing this fucker a while😬 #ovariancysts #ovariancystawareness #ovariancystsurgery #owentheovariancyst   #fyp #foryou #foryoupage,12324168,Hollie,Mother of Owen the ovarian cyst,0,False,https://m.tiktok.com/v/7101693379989261574.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101693379989261574&source=h5_m,13837542,5304,13778,6962,1217791,6614471241862482693,6614471241862482693,74,6614471241862482693,September,"Earth, Wind & Fire",,,False,False,,https://sf16-music-sign.tiktokcdn.com/obj/tos-useast2a-v-2774/d9440c896a7f47c092782b180f19f5c6?x-expires=1653908245&x-signature=tOG2cGNZuZ%2BIDqW6eI%2BNdvgiMGY%3D,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '434832927', 'external_song_key': 'apple_song_id'}]",0,0,Australia,#ovariancysts #ovariancystawareness #ovariancystsurgery #owentheovariancyst #fyp #foryou #foryoupage,0,0,1,1,0,1,0,0,0,0
2,AU,7091913610577939714,1651214813,#whatthemoiny #fyp #aboriginal,6733153102600193029,Flabbababba,#whatthemoiny [-o-],0,False,https://m.tiktok.com/v/7091913610577939714.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091913610577939714&source=h5_m,1107928,270,196,318,88699,120346207,120346207,71,120346207,"Miami, My Amy",Keith Whitley,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7d580b1816cc428f9e64b0f346a7971a,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/4e1326c8d1b54283ba9edbb2826d25f9,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '251128575', 'external_song_key': 'apple_song_id'}]",0,0,Australia,#whatthemoiny #fyp #aboriginal,0,0,0,0,0,1,0,0,0,0
3,AU,7076390253866650881,1647600499,You can hear the beeps 😳 #fyp #maccas,6673790724192633861,Rat,"Just a rat trying to get famous 😎
👻- aido_awesome",0,False,https://m.tiktok.com/v/7076390253866650881.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076390253866650881&source=h5_m,1867910,1762,2228,3648,169798,7076390266478938881,7076390266478938881,72,7076390266478938881,original sound - islandratboi,Rat,6.673790724192634e+18,Rat,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7076390255871429378.mp3,,False,False,,,,,[],0,0,Australia,#fyp #maccas,0,0,0,0,0,1,0,0,0,0
4,AU,7093603127844277505,1651608183,Reacting to our girl mates as guys w @scottoscotto 🕺 @Shirley @Mikayla @Stacey Fleming @Eliza Kennedy @katerossiter11 @zoings91 @Maddison Byrne #fyp #challenge #react #sassybrother @lukeeohalloran,6753561832164492293,Luke And Sassy Scott,"🐨 
2 brothers
📬 kirsty.kassabis@mushroomgroup.com",0,False,https://m.tiktok.com/v/7093603127844277505.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093603127844277505&source=h5_m,1126258,336,320,277,85307,7093603132776647425,7093603132776647425,72,7093603132776647425,original sound - lukeandsassyscott,Luke And Sassy Scott,6.753561832164492e+18,Luke And Sassy Scott,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7093603099696909058.mp3,,False,False,,,,,[],0,0,Australia,#fyp #challenge #react #sassybrother,0,0,0,0,0,1,0,0,0,0
5,AU,7103045237269957890,1653806596,Follow for Part: 13 #food #education #diet #Fitness #fyp,6514956873291841546,Bailey,Follow For Fitness Content,0,False,https://m.tiktok.com/v/7103045237269957890.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103045237269957890&source=h5_m,146797,92,26,379,8095,7098763088207334149,7098763088207334149,72,7098763088207334149,Part of me hardstyle remix,Raskal,7.090239796425639e+18,Raskal,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098763087720811270.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d9b0c997bfcc73a4dadd90128160fa64.json,False,False,,,,,[],0,0,Australia,#food #education #diet #Fitness #fyp,0,0,0,0,0,1,0,0,0,0
